Unique.Squirrel.ID,Hectare,Shift,Date,Hectare.Squirrel.Number,Age,Weight,Primary.Fur.Color,Highlight.Fur.Color,Combination.of.Primary.and.Highlight.Color,Color.notes,Location,Above.Ground.Sighter.Measurement,Specific.Location,Running,Chasing,Climbing,Eating,Foraging,Other.Activities,Kuks,Quaas,Moans,Tail.flags,Tail.twitches,Approaches,Indifferent,Runs.from,Other.Interactions
16I-AM-1008-02,16I,AM,10082018,2,Adult,634.057941,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,1,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10F-PM-1019-01,10F,PM,10192018,1,Adult,531.4587203,Gray,Cinnamon,Gray+Cinnamon,Cinnamon head & stripe,Above Ground,2,"Behind fence, tree trunk",FALSE,FALSE,TRUE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20F-PM-1007-03,20F,PM,10072018,3,Adult,521.8600234,Gray,White,Gray+White,gray on haunches white on tail,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
35D-PM-1013-06,35D,PM,10132018,6,Adult,504.3676989,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
38F-PM-1013-04,38F,PM,10132018,4,Juvenile,718.6769146,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
5C-AM-1006-04,05C,AM,10062018,4,Adult,674.3403448,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,12,thin branch of tree,FALSE,FALSE,FALSE,FALSE,FALSE,relaxing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
14I-PM-1018-01,14I,PM,10182018,1,Juvenile,729.3905388,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,Fallen branch,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
33B-PM-1010-06,33B,PM,10102018,6,Adult,365.1774858,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
11B-AM-1007-03,11B,AM,10072018,3,Adult,514.372491,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
35B-AM-1010-02,35B,AM,10102018,2,Adult,687.9742934,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,landscaped area,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
19H-PM-1008-01,19H,PM,10082018,1,Adult,328.3387014,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
15G-PM-1019-06,15G,PM,10192018,6,Adult,554.6381521,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,scratching!,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
21D-PM-1008-03,21D,PM,10082018,3,Adult,702.8534019,Gray,White,Gray+White,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4A-PM-1007-06,04A,PM,10072018,6,Adult,803.328073,Gray,White,Gray+White,,Ground Plane,FALSE,A rock,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
40D-AM-1013-01,40D,AM,10132018,1,Adult,536.6403549,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
37B-AM-1018-05,37B,AM,10182018,5,Adult,395.819027,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20B-PM-1013-04,20B,PM,10132018,4,Adult,660.2826625,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,chased a bird carrying massive wad of grass,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
1F-AM-1010-04,01F,AM,10102018,4,Adult,788.7140608,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
3G-PM-1013-03,03G,PM,10132018,3,Adult,517.6041464,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (climbed tree to run from)
7I-PM-1013-08,07I,PM,10132018,8,Adult,455.585606,Black,,Black+,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
16E-AM-1014-01,16E,AM,10142018,1,Adult,724.4247808,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,burying food,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
5F-PM-1007-05,05F,PM,10072018,5,Adult,319.7532367,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1B-AM-1012-01,01B,AM,10122018,1,Adult,517.2125486,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1D-AM-1006-03,01D,AM,10062018,3,Adult,506.5437345,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
33E-AM-1014-13,33E,AM,10142018,13,Adult,495.4128667,Black,Cinnamon,Black+Cinnamon,Cinnamon on the tail,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
39C-AM-1017-03,39C,AM,10172018,3,Adult,493.2488003,Gray,Black,Gray+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
9C-PM-1006-03,09C,PM,10062018,3,Adult,583.2709878,Gray,White,Gray+White,,Above Ground,15,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
18C-AM-1018-02,18C,AM,10182018,2,Adult,645.4600008,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
14D-PM-1019-03,14D,PM,10192018,3,Juvenile,538.0558149,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
35A-AM-1014-01,35A,AM,10142018,1,Adult,317.1048849,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
16H-AM-1007-01,16H,AM,10072018,1,Adult,753.9016814,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3F-AM-1006-12,03F,AM,10062018,12,Juvenile,575.5521099,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
5I-AM-1010-06,05I,AM,10102018,6,Adult,635.1071039,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
3I-PM-1013-01,03I,PM,10132018,1,Adult,451.9507901,Black,,Black+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
12F-AM-1020-01,12F,AM,10202018,1,Adult,634.082863,Cinnamon,White,Cinnamon+White,,Above Ground,17,Tree,FALSE,FALSE,FALSE,FALSE,FALSE,jumping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
8H-PM-1014-02,08H,PM,10142018,2,Adult,297.886653,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"froze & watched me,then went back to eating"
6G-AM-1008-05,06G,AM,10082018,5,Adult,1028.461928,Gray,,Gray+,,Above Ground,30,branch,FALSE,FALSE,TRUE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10E-AM-1010-01,10E,AM,10102018,1,Adult,377.1080039,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
6I-PM-1013-07,06I,PM,10132018,7,Adult,683.3474415,Cinnamon,,Cinnamon+,,Above Ground,11,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
33B-AM-1010-04,33B,AM,10102018,4,Adult,619.908172,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
30B-PM-1019-09,30B,PM,10192018,9,Adult,558.567975,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5I-PM-1008-02,05I,PM,10082018,2,Adult,590.7754827,Black,,Black+,,Ground Plane,FALSE,crossing pavement in front of arsenal,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2F-PM-1014-10,02F,PM,10142018,10,Adult,490.6078054,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
30H-PM-1006-01,30H,PM,10062018,1,Adult,478.6116346,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
4E-AM-1020-04,04E,AM,10202018,4,Adult,728.5319762,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,chillin',FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
25I-PM-1007-01,25I,PM,10072018,1,Adult,388.6813426,Gray,,Gray+,,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
35B-PM-1013-06,35B,PM,10132018,6,Adult,459.2433925,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,chased by dog #2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (dog)
21D-AM-1008-03,21D,AM,10082018,3,Adult,459.4274601,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
9G-PM-1007-02,09G,PM,10072018,2,Adult,310.4045169,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
15C-AM-1010-01,15C,AM,10102018,1,Adult,962.3368095,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11B-AM-1007-04,11B,AM,10072018,4,Adult,550.6530784,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
21B-AM-1019-07,21B,AM,10192018,7,Adult,590.8452103,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2D-PM-1012-01,02D,PM,10122018,1,Adult,600.1718658,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
37F-AM-1010-01,37F,AM,10102018,1,Adult,465.6109955,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
3I-AM-1010-01,03I,AM,10102018,1,Adult,507.5919868,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20B-PM-1013-03,20B,PM,10132018,3,Adult,499.059015,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9F-PM-1014-07,09F,PM,10142018,7,Adult,240.2686337,Black,,Black+,!!!,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2A-AM-1010-03,02A,AM,10102018,3,Adult,419.274903,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,on trunk,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
4C-PM-1010-17,04C,PM,10102018,17,Adult,684.4907706,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,climbed up tree,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
5G-PM-1010-04,05G,PM,10102018,4,Adult,399.3684448,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
3F-AM-1006-02,03F,AM,10062018,2,Adult,793.2933447,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
37B-AM-1018-06,37B,AM,10182018,6,Adult,306.4800788,Gray,,Gray+,,Above Ground,1,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
1F-AM-1010-02,01F,AM,10102018,2,Adult,724.2739863,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
12F-PM-1007-15,12F,PM,10072018,15,Adult,578.0989004,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
8H-PM-1014-01,08H,PM,10142018,1,Adult,317.8118728,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32A-AM-1018-05,32A,AM,10182018,5,Adult,363.5903174,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
19E-PM-1018-05,19E,PM,10182018,5,,518.4680369,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
3D-AM-1006-01,03D,AM,10062018,1,Adult,502.4555382,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,9,up a tree,TRUE,FALSE,TRUE,TRUE,TRUE,digging (?),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,runs from (man led his dog into the area to chase squirrel)
3H-AM-1008-02,03H,AM,10082018,2,Adult,586.9225623,Gray,,Gray+,,Above Ground,,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
8A-AM-1013-01,08A,AM,10132018,1,Adult,704.8558958,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,trail,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
10B-AM-1006-03,10B,AM,10062018,3,Adult,860.61642,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,In tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
5A-PM-1010-04,05A,PM,10102018,4,Adult,265.933208,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
38C-AM-1019-06,38C,AM,10192018,6,Adult,878.0992205,Gray,,Gray+,,Above Ground,23,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
8I-PM-1013-03,08I,PM,10132018,3,Adult,364.4086152,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
40C-PM-1006-06,40C,PM,10062018,6,Juvenile,552.2934917,Gray,,Gray+,,Ground Plane,FALSE,By The Road,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
6A-PM-1012-06,06A,PM,10122018,6,Adult,363.9444289,Gray,White,Gray+White,,Ground Plane,FALSE,elevated ground,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
7C-PM-1020-03,07C,PM,10202018,3,Adult,818.5486752,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
32E-PM-1017-08,32E,PM,10172018,8,Adult,595.4899695,Gray,,Gray+,,Ground Plane,FALSE,treed area,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
32A-PM-1013-02,32A,PM,10132018,2,?,117.5592009,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
8I-PM-1013-08,08I,PM,10132018,8,Adult,701.471886,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,1,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
14B-AM-1007-01,14B,AM,10072018,1,Adult,533.0657473,Gray,Cinnamon,Gray+Cinnamon,tail straight,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
14D-PM-1019-14,14D,PM,10192018,14,Adult,628.3371216,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4D-AM-1012-03,04D,AM,10122018,3,Adult,637.4032123,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
23A-AM-1018-03,23A,AM,10182018,3,Juvenile,491.1035685,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,Tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
34I-AM-1012-01,34I,AM,10122018,1,Adult,690.7259503,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1C-PM-1013-10,01C,PM,10132018,10,Adult,518.0911583,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7C-PM-1020-01,07C,PM,10202018,1,Adult,812.2234984,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10F-AM-1007-03,10F,AM,10072018,3,Adult,463.194492,Gray,,Gray+,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
32D-PM-1006-05,32D,PM,10062018,5,Juvenile,795.6786032,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
4G-AM-1006-01,04G,AM,10062018,1,Adult,791.5681665,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
35B-PM-1013-02,35B,PM,10132018,2,Juvenile,483.9200679,,,+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,did not notice dog sitting a few yards away (10-20 ft),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
19H-AM-1010-04,19H,AM,10102018,4,Adult,442.016911,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,runs from human w/ dog
38I-AM-1019-02,38I,AM,10192018,2,Adult,468.9550184,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
31F-AM-1013-01,31F,AM,10132018,1,Adult,625.9529862,Gray,Black,Gray+Black,,Above Ground,25,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7H-PM-1006-01,07H,PM,10062018,1,Adult,644.6887712,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,middle of grass,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
42G-AM-1018-02,42G,AM,10182018,2,Adult,517.948501,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
12E-PM-1018-05,12E,PM,10182018,5,Adult,356.3284811,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
21G-AM-1014-04,21G,AM,10142018,4,Adult,762.9695888,Gray,White,Gray+White,,Above Ground,6,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1F-AM-1010-04,01F,AM,10102018,4,Adult,558.5397099,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5G-PM-1010-02,05G,PM,10102018,2,Adult,464.6664713,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
17E-AM-1017-02,17E,AM,10172018,2,Adult,561.796898,Gray,,Gray+,,Above Ground,8,Shore,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
36F-PM-1012-06,36F,PM,10122018,6,Adult,471.6986029,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
38C-PM-1014-04,38C,PM,10142018,4,Adult,774.8458197,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
9D-AM-1008-04,09D,AM,10082018,4,Adult,301.3784057,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
